system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,system_ind,.geo
000087502d934ba66766,0.028808106284862488,0.293500006198883,0.2896000146865845,0.0395461962574208,0.07279350332925706,0.05611297242668939,0.18247427755082915,0.12784392737329728,0.06136237428800177,33163,
0000a09e45cb8b89c03a,0.02444325474809349,0.2939999997615813,0.2909591643923416,0.03424711802408619,0.06149481522066797,0.0439880009603667,0.2412390029855618,0.13190477417462207,0.06153970210469267,33162,
0000420ce503fb350bcd,0.022533552456655555,0.29145088874520075,0.29035442926796845,0.03232176634201468,0.06553872459752424,0.04203794616602788,0.27441675263962045,0.13186519755567774,0.061486932917108626,33161,
0000bbbaa73d26119b26,0.01865159647122427,0.2921000123023987,0.290600001811981,0.027881776596141786,0.06007490323111069,0.036668801702004684,0.2723550001780192,0.12210998839224657,0.05374846165022216,32984,
00007feccdf1dd12d4d7,0.018670886617749228,0.2914580211893177,0.2903999984264374,0.028412672929877456,0.0634939269712345,0.0401007698833066,0.23927834509490947,0.13769977548018322,0.06546246022504215,33337,
0000b8f9e77550d5fb59,0.02060561591890643,0.29159998893737793,0.2903475087724944,0.0323629924483088,0.06787741915583209,0.043971034217653276,0.2626435493415418,0.13577251253230962,0.06343141757440805,33338,
00003d65b8e073e28528,0.014792562706623118,0.29204098804295153,0.29069998860359186,0.026453558556273807,0.06007109440237421,0.0356549211856094,0.2685710288465748,0.12992843507417473,0.05957457723057185,33514,
00003bec096dc57fdf7e,0.022478909959573405,0.2939999997615815,0.2909521726085603,0.0342184911497018,0.06741347236416037,0.04592671988804057,0.19626657090716162,0.13769841965667143,0.06739266240841948,33515,
0000851549dba324ab7f,0.028835231149181344,0.29660001397132874,0.2948616300744158,0.04013289037060173,0.06596203552847915,0.05766910918801559,0.16122514367862298,0.1338184344169032,0.07715854023916838,33516,
0000f102878dc25375bc,0.024428398065899238,0.29379999637603754,0.2909465727656782,0.035664968493928605,0.06888168937406423,0.04788632551399024,0.21980831672411824,0.13185073952949555,0.06348155109387528,33339,
0000ae5b8310fbb8ff17,0.030030017878645045,0.2948578997252176,0.2906000018119812,0.03662238842738209,0.060033804407931976,0.04639961713940724,0.23535097947747838,0.13768933113886694,0.06941697068285277,33340,
