system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,system_ind,.geo
000036ebd8bcbffba0ea,0.02827638931321306,0.2971999943256379,0.29365491465823845,0.03612425259941454,0.07564428551999217,0.04344497929366063,0.38092085096058476,0.1806094083947262,0.08104917439183223,14614,
0000f13e5523693813c0,0.02439368174300871,0.2975606151165229,0.2937999963760377,0.03223226532274641,0.07375211161216655,0.0424417534778338,0.40818532070273544,0.18846658094728375,0.08155267643197922,14791,
000041986985eb80572d,0.028314856977560216,0.2976000010967253,0.2939000129699711,0.034207631473853105,0.07275845004040829,0.039541755513103946,0.43549386854738664,0.19239703369878486,0.07962923917205236,14790,
000018438e77312541d1,0.03228727972625422,0.2975569081380669,0.29390001296997076,0.03808926774279187,0.0771356100670596,0.04391283009834207,0.41608486483181195,0.20213408078992365,0.08685251480072965,14789,
0000a77d18ca4c996cce,0.03424937550219167,0.2975662741347123,0.2937999963760377,0.040075908074623044,0.07909460212457062,0.047800253601631565,0.4434743577500294,0.2099449799745788,0.09268984683120521,14788,
0000bbd49b592c6e0787,0.03422263743003224,0.2975571213039064,0.2937999963760375,0.041518617908752845,0.08350344005569241,0.05125175999386032,0.3926780281501948,0.20800355617146757,0.09272314893435418,14611,
000084a0d2bc10209e25,0.036173339662412464,0.29739999771118175,0.29366293874616606,0.042003043163791616,0.08257162467746816,0.04934889596961024,0.38097342474350043,0.2001163013188744,0.08883267924418058,14610,
00002f9950ace1798880,0.03371999293714288,0.29755837173119404,0.2937999963760376,0.04055115090866675,0.07960666413967749,0.04732820188224427,0.43557634212861224,0.20607379766316755,0.09076710205631527,14787,
000014d3119990e8f2ad,0.040088702754653635,0.29755403702438304,0.2937999963760376,0.04592242888405453,0.08544931215116153,0.05224786619758199,0.40818679206219766,0.20997139334014844,0.09273476135395557,14609,
0000d68f88c076294c6e,0.03814027380436872,0.29739999771118203,0.29366507688754867,0.043908620763850534,0.08255331091714843,0.051255291414981294,0.4082463237422296,0.2099642505653349,0.09270223546829365,14786,
0000a667676938dfcbbf,0.03810953356292352,0.29780000448226934,0.29409998655319214,0.047856535297177184,0.08299487713398628,0.06147826560102989,0.3301063332800886,0.18457460180011667,0.09665191155310159,14608,
0000a38e45bbc4183769,0.041508400166475494,0.2975476178583759,0.2936600301485966,0.045913070257255724,0.08443363027742166,0.05563809193795636,0.38875066516444784,0.20803205331905747,0.09472218655212361,14785,
00006f6ea538f3ee6913,0.043930557456137075,0.29829999804496765,0.294400006532669,0.05369180876880817,0.0888326683571686,0.07322410182940646,0.3104530979851045,0.20606565498792678,0.11419125602394473,14432,
000052e95b657075f11e,0.03612010548856691,0.29769998788833596,0.2939999997615815,0.045866862505508164,0.08299343423762505,0.06545344640285007,0.3301444267287886,0.18450087307463028,0.10255500974406778,14431,
0000d5edaed2bedb913a,0.030208412441132013,0.2964546032730003,0.29350000619888306,0.040060502620596475,0.07763804344945721,0.061499742804862874,0.3231723494638446,0.17673749009448542,0.09666524701593,14255,
0000ec877b32ed630a16,0.02633841363146898,0.29269999265670776,0.2919000089168548,0.0361229339229436,0.07515736140127988,0.051713440702208076,0.36037312524303033,0.17283794723905938,0.0868980160489627,14254,
0000bc3007e7e70164cc,0.028283950860872605,0.29533743288227293,0.2936559662417693,0.0385494439807915,0.07864828490311604,0.0571421783352672,0.37296765218570527,0.18649037412653188,0.09471186776744715,14430,
0000caede0a8c5b532fb,0.024899175917463014,0.29425161313916504,0.2931485491517958,0.035631561092453586,0.07566172499214224,0.05323615455285247,0.37290732501864254,0.18255593242862678,0.09078542493770578,14253,
0000676aa0e0d67f3b19,0.03222441644371854,0.29719999432563776,0.29365748178015477,0.04200559887137151,0.08297074914883794,0.06149209609323647,0.35340967217181246,0.1864370142591882,0.09667808777820347,14607,
0000d21168993a47cd47,0.040015261229214595,0.297554029381115,0.2937999963760377,0.049778836189584286,0.08880337744928593,0.07130103930674793,0.3300132364915262,0.20210717564419073,0.10452421695486104,14784,
0000c5ca1607eb20a324,0.03611691675085933,0.29756119145633486,0.29390001296997076,0.04588322577518451,0.08491836021942865,0.06542487197419569,0.3505923861371771,0.2001924737868795,0.10056334649713498,14960,
00009d721a0eba92fc2c,0.034663122387413106,0.297300010919571,0.2936606024074842,0.04444469198092305,0.08544727678877992,0.06146099191365268,0.3301262157123117,0.17089012609744997,0.09084109401054669,14961,
0000adece4542d377950,0.03422526633304859,0.2973000109195708,0.2936470090585332,0.04005674266179239,0.07863958764009804,0.04933216942787041,0.4043506948621881,0.19632094668080305,0.0869285930373268,14962,
00006afec2cb49eb7abb,0.03226382905605084,0.297199994325638,0.29350000619888306,0.036170422206668475,0.07523280569063756,0.04244195805121057,0.4120990483629174,0.1924230580283948,0.08106094010845578,15139,
0000cafc1ed8af2d1f3e,0.0381225128559058,0.29754741071722657,0.29379999637603754,0.042015811311331995,0.07864950801386851,0.049766327890535644,0.4042143319359529,0.20211497888314572,0.09077040128706199,15138,
00000e482b8743f96f16,0.03808258721403402,0.2976999878883364,0.29409998655319236,0.04778532973061023,0.0903456699131312,0.0673953412200208,0.32628507473094426,0.2060550905454272,0.10254073015035242,15137,
00007705a1aa3d6a259b,0.03225412296863508,0.297300010919571,0.293669394057785,0.04006706407373445,0.0805491955201868,0.047342513921758006,0.38866546240559535,0.19045888842398168,0.08643729390926624,15315,
0000c30a867a9a801078,0.03810655106770073,0.297300010919571,0.29366340654540946,0.04591766768441409,0.08883314624080227,0.061476471349196524,0.3574294407585491,0.20210854683106175,0.09664925933811862,15314,
00000a58692ecbf773e0,0.030244502319041622,0.29679998755455017,0.29339998960495,0.04005352116931415,0.07868038922717434,0.04834325469138872,0.3613255082730705,0.17086315189241097,0.08301118598465167,15492,
0000bdb055dd9d81b141,0.02634616181759,0.29705584728709206,0.29350000619888306,0.03418069474678665,0.07471404193623948,0.04591053089114097,0.36911079672985586,0.17871023947355616,0.08303532774636986,15493,
0000748cae3409ed15a2,0.03228885764855156,0.2971999943256378,0.29365682433248735,0.03806960806644585,0.07563843427011324,0.042433881144001775,0.3925394657851867,0.18655045111743257,0.0810937469853119,15316,
000006a6aedd6a7f85eb,0.02974582680082835,0.297300010919571,0.29364778108879475,0.036153676757285536,0.07376363529964913,0.04344298267851221,0.40526512072806864,0.1884561023043758,0.08109569901011407,15317,
